ID_Country,ID_EnergyCarrier,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Default,electricity,€/kWh,0.177191858246513,0.18647529314823,0.192999845600123,0.207039015964543,0.191668205928446,0.195962204611133,0.195515605910475,0.195859177976944,0.194790661622623,0.192754730120079,0.194194779313108,0.194570438966241,0.198551395360575,0.208283598879827,0.220146240889808,0.23094819030028,0.237208164272833,0.239897945108249,0.241940841249649,0.247272960523993,0.251425969601968,0.258731178192034,0.271033147884019,0.277660546123996,0.285544178995498,0.284665915939772,0.289897676343388,0.291207783886038,0.302537350562433,0.308425724991799,0.314314099421165,0.320202473850531,0.326090848279897,0.331979222709263,0.337867597138629,0.343755971567995,0.349644345997361,0.355532720426727,0.361421094856093,0.367309469285459,0.373197843714825,0.379086218144191,0.384974592573557
Austria,electricity,€/kWh,0.177191858246513,0.18647529314823,0.192999845600123,0.207039015964543,0.191668205928446,0.195962204611133,0.195515605910475,0.195859177976944,0.194790661622623,0.192754730120079,0.194194779313108,0.194570438966241,0.198551395360575,0.208283598879827,0.220146240889808,0.23094819030028,0.237208164272833,0.239897945108249,0.241940841249649,0.247272960523993,0.251425969601968,0.258731178192034,0.271033147884019,0.277660546123996,0.285544178995498,0.284665915939772,0.289897676343388,0.291207783886038,0.302537350562433,0.308425724991799,0.314314099421165,0.320202473850531,0.326090848279897,0.331979222709263,0.337867597138629,0.343755971567995,0.349644345997361,0.355532720426727,0.361421094856093,0.367309469285459,0.373197843714825,0.379086218144191,0.384974592573557
Belgium,electricity,€/kWh,0.215207827833738,0.190520632601465,0.197399842080126,0.205988076540095,0.198733340082354,0.205654399307363,0.208565287931182,0.220383085427102,0.21885667004917,0.230411155614245,0.244450571202776,0.221367844258664,0.222497183157565,0.230972483017636,0.237226884241698,0.245627523663391,0.244598039980196,0.269778812156633,0.278197225906011,0.258326294811365,0.262968899743564,0.263055410220661,0.279550049166209,0.271158578947973,0.286098685192452,0.292752651001546,0.299082186082245,0.303059274665721,0.300779858614726,0.304485167355144,0.308190476095562,0.311895784835981,0.315601093576399,0.319306402316817,0.323011711057235,0.326717019797654,0.330422328538072,0.33412763727849,0.337832946018908,0.341538254759327,0.345243563499745,0.348948872240163,0.352654180980581
Cyprus,electricity,€/kWh,0.204011836790531,0.193525809102036,0.202099838320129,0.20630214338653,0.205202353958715,0.224408680085817,0.216964905363536,0.227738403196907,0.230274839918496,0.226730079804175,0.234801722900538,0.235275714146985,0.250345988957203,0.248879222816626,0.246635688089782,0.257804958276244,0.26006845649729,0.259624430479837,0.258405806419567,0.268639720313536,0.274261548207723,0.268710464053352,0.268405357092724,0.27590288991419,0.273110898214274,0.287102107734107,0.295230100304735,0.30551637984075,0.299739166260303,0.303712213628311,0.307685260996319,0.311658308364327,0.315631355732335,0.319604403100343,0.323577450468351,0.327550497836359,0.331523545204367,0.335496592572376,0.339469639940384,0.343442687308392,0.3474157346764,0.351388782044408,0.355361829412416
Czech Republic,electricity,€/kWh,0.129887896089683,0.130792239275827,0.139199888640089,0.145156534754333,0.135891928116746,0.140683175320237,0.140919872478258,0.139839207383506,0.140944761387311,0.143163374745778,0.150352821087061,0.152640433476561,0.1734014770797,0.176898941406975,0.187432762475157,0.198883386807918,0.194416496146793,0.201114233750691,0.186122498545862,0.187669247417389,0.197073344920431,0.216593235181698,0.215195205551168,0.211361515934571,0.218686440198786,0.216949505575573,0.221039425707984,0.23677537327026,0.234078656115699,0.238113280225067,0.242147904334435,0.246182528443803,0.250217152553171,0.254251776662539,0.258286400771906,0.262321024881274,0.266355648990642,0.27039027310001,0.274424897209378,0.278459521318746,0.282494145428114,0.286528769537482,0.29056339364685
Denmark,electricity,€/kWh,0.278495777203378,0.246816748751445,0.270799783360173,0.27956536243228,0.26025011320457,0.264080262645412,0.267549448808707,0.264016376042406,0.26047545504045,0.262122247573715,0.272343710507757,0.286928644256973,0.301818789395554,0.315134807598984,0.327877009754872,0.33868309190761,0.369738648254847,0.379748836172965,0.369340723307858,0.377801063105877,0.383817133160411,0.391889755291253,0.390671229379701,0.395705566444767,0.398009255634009,0.408062258520608,0.42454548801595,0.436133782754191,0.430105595657966,0.435794026876906,0.441482458095846,0.447170889314786,0.452859320533726,0.458547751752666,0.464236182971606,0.469924614190546,0.475613045409486,0.481301476628426,0.486989907847366,0.492678339066306,0.498366770285246,0.504055201504186,0.509743632723126
Estonia,electricity,€/kWh,0.0849959320032544,0.0911548667418529,0.100399919680064,0.100765027108689,0.0837368615845467,0.0879174623480236,0.0889433789830387,0.0866013131484423,0.0883421175260078,0.0923825839754081,0.0929286006626542,0.10297274567469,0.111978797101844,0.119506981523071,0.124594896470472,0.125489062586013,0.129116908985926,0.13641394482021,0.146589305583694,0.153438748601415,0.164114024751832,0.171987039112981,0.195021118384266,0.197444219925348,0.205510946856677,0.211465423847003,0.220493164878224,0.208048043690952,0.233836015438817,0.242346169823278,0.250856324207739,0.259366478592199,0.26787663297666,0.27638678736112,0.284896941745581,0.293407096130041,0.3019172505145,0.310427404898961,0.318937559283421,0.327447713667883,0.335957868052343,0.344468022436804,0.352978176821264
Finland,electricity,€/kWh,0.127295898163281,0.120536459009349,0.136999890400087,0.139326613758032,0.126169420739973,0.129441782057524,0.127748806506112,0.123582271993096,0.122985614203967,0.125826335734755,0.13130744209689,0.144632505693565,0.142961353358915,0.154318815266851,0.16590322621468,0.176510452383597,0.167198964821201,0.17466513373922,0.185480488645865,0.183861916870005,0.188015589161048,0.20738302566453,0.214446494594589,0.216330877902323,0.221252985958467,0.223191030728888,0.236047816471248,0.230435614076599,0.244166363095582,0.250298469462834,0.256430575830086,0.262562682197338,0.26869478856459,0.274826894931842,0.280959001299094,0.287091107666346,0.293223214033598,0.299355320400849,0.305487426768101,0.311619533135353,0.317751639502605,0.323883745869857,0.330015852237109
France,electricity,€/kWh,0.120311903750477,0.131846144366974,0.134999892000086,0.14160744034284,0.133347107825052,0.138199583552121,0.139298040205445,0.1403169184381,0.138307913252796,0.136771234229771,0.142359186534984,0.148691015918529,0.155994608511478,0.164783699494559,0.174366928966264,0.182842581506077,0.182971760062396,0.194157732689004,0.199570732001544,0.207592291575449,0.207278199597255,0.209763505539841,0.21902472259585,0.217600044377902,0.220381647835868,0.221989404937642,0.22626635135079,0.230173502221141,0.23384143590891,0.237151400458542,0.240461365008174,0.243771329557806,0.247081294107438,0.250391258657071,0.253701223206703,0.257011187756335,0.260321152305967,0.263631116855599,0.266941081405231,0.270251045954863,0.273561010504496,0.276870975054128,0.28018093960376
Germany,electricity,€/kWh,0.21949182440654,0.235917256412051,0.243799804960155,0.255499515057311,0.245152656470502,0.251244128958517,0.248334785418532,0.251176011015078,0.250737601172125,0.250766564683231,0.250412393877677,0.256064417632946,0.265667884646302,0.281964262458129,0.297967885978572,0.308643969007703,0.325814659735896,0.330473638917862,0.333628004141427,0.337297214734675,0.339714514940066,0.347850123950826,0.363467257829993,0.35375694565942,0.373329667376002,0.361182349361006,0.368686343683243,0.372847055726368,0.380033536356585,0.384550745199033,0.389067954041481,0.393585162883929,0.398102371726376,0.402619580568824,0.407136789411272,0.41165399825372,0.416171207096167,0.420688415938615,0.425205624781063,0.42972283362351,0.434240042465958,0.438757251308406,0.443274460150853
Greece,electricity,€/kWh,0.10990791207367,0.112046103337163,0.121099903120077,0.125537353440125,0.124376023914703,0.144657064123101,0.136796763644719,0.148173106069486,0.150851472290917,0.147108360675926,0.155631662691202,0.156132176712676,0.172045727662243,0.170496886781562,0.168127812253568,0.179922072970116,0.182312228074684,0.181843356024197,0.18055654232533,0.19136310771422,0.197299512043303,0.191437810008776,0.191115630405275,0.199032697084747,0.196084475985469,0.210858581192163,0.219441385787252,0.230303247003405,0.224202762186987,0.228398126406422,0.232593490625857,0.236788854845292,0.240984219064727,0.245179583284162,0.249374947503597,0.253570311723032,0.257765675942468,0.261961040161903,0.266156404381338,0.270351768600773,0.274547132820208,0.278742497039644,0.282937861259079
Hungary,electricity,€/kWh,0.155303875756899,0.147590925236032,0.1573998740801,0.154450309988994,0.147588357573193,0.155730903779117,0.157191365041756,0.162551362333706,0.172084299181606,0.170133222064747,0.172387959526639,0.180269609341593,0.189052864277051,0.209140906372651,0.203565699813374,0.21832638290275,0.220785733790965,0.213042848394076,0.21688167912548,0.2235141857804,0.221008424591443,0.214467988086896,0.221869951413568,0.231193538458604,0.243209407959084,0.250344441538253,0.253403806551981,0.264861724608938,0.261988972873204,0.266959892647393,0.271930812421583,0.276901732195773,0.281872651969962,0.286843571744152,0.291814491518342,0.296785411292532,0.301756331066721,0.306727250840911,0.3116981706151,0.31666909038929,0.32164001016348,0.326610929937669,0.331581849711859
Ireland,electricity,€/kWh,0.20329183736653,0.178475288127033,0.187499850000119,0.19677623822088,0.191856313192938,0.201856895583527,0.208480464409034,0.213036464678569,0.220051486015989,0.220278538462451,0.224027307189927,0.2265922090231,0.236330334772798,0.232656755829601,0.236454362341127,0.242028613710503,0.239413901273753,0.238111301354069,0.239514554027866,0.241381005570444,0.247784771252823,0.25320369606495,0.266292384859823,0.25229139635324,0.255842240244764,0.243916404012997,0.255391141321626,0.256673767162657,0.259807197210541,0.261435629136157,0.263064061061774,0.26469249298739,0.266320924913007,0.267949356838623,0.26957778876424,0.271206220689856,0.272834652615473,0.274463084541089,0.276091516466705,0.277719948392322,0.279348380317938,0.280976812243555,0.282605244169171
Italy,electricity,€/kWh,0.222695821843342,0.190659880154115,0.191999846400122,0.19074393618952,0.185151278340984,0.200864621904976,0.191513020425749,0.193644342003484,0.193663339018027,0.188285937204214,0.185063544820879,0.184250945248545,0.19064771333211,0.202562600607178,0.216658849753858,0.221099015066279,0.2307276255204,0.239392901039717,0.240986366969427,0.251081320466528,0.256216916668928,0.246491434462593,0.258918374467936,0.266935471117568,0.257751106082367,0.269610208949351,0.267880591706406,0.281864949314114,0.279686488545006,0.283314090556372,0.286941692567737,0.290569294579103,0.294196896590469,0.297824498601834,0.3014521006132,0.305079702624566,0.308707304635931,0.312334906647297,0.315962508658663,0.319590110670028,0.323217712681394,0.32684531469276,0.330472916704125
Latvia,electricity,€/kWh,0.100295919763264,0.09760022823209,0.104799916160067,0.105084247635922,0.0918233741093853,0.0950790635088578,0.0958780075129208,0.0940540976631268,0.0954097684576471,0.0985563266995052,0.0989815432751066,0.106803533054215,0.11381709589395,0.119679753345382,0.123642023769381,0.124338365589238,0.127163591372646,0.13284623928794,0.140770414794699,0.146104494819729,0.154417985001089,0.160549182608241,0.178487228346855,0.180374245655483,0.186656299083834,0.191293414348742,0.198323868209179,0.18863209149648,0.20871476166841,0.215342139163868,0.221969516659326,0.228596894154784,0.235224271650242,0.2418516491457,0.248479026641158,0.255106404136616,0.261733781632075,0.268361159127532,0.27498853662299,0.281615914118449,0.288243291613907,0.294870669109365,0.301498046604823
Lithuania,electricity,€/kWh,0.0865079307936554,0.113678304645602,0.121599902720077,0.121912744011836,0.107322207415733,0.110904343632739,0.111783397467782,0.109776604826395,0.111268208249061,0.114730270766114,0.115198123656435,0.123804421567207,0.131521231857075,0.13797173588491,0.142331301754332,0.14309746552067,0.146205975688012,0.152458420687577,0.161177150452547,0.167046076783531,0.176193157666985,0.182939128276393,0.202675815477887,0.204752043340548,0.211663996030664,0.216766073193047,0.224501468160252,0.213837900445432,0.235934252808996,0.243226155087543,0.25051805736609,0.257809959644636,0.265101861923183,0.27239376420173,0.279685666480277,0.286977568758824,0.294269471037371,0.301561373315917,0.308853275594464,0.316145177873011,0.323437080151558,0.330728982430105,0.338020884708652
Luxembourg,electricity,€/kWh,0.160883871292903,0.168565507274589,0.174699860240111,0.182358190996217,0.175888971786993,0.182060643156092,0.184656351037531,0.195194559147042,0.193833418636743,0.204136825301575,0.216656102540749,0.196072691769323,0.197079749839737,0.204637374155669,0.210214570898319,0.217705618744529,0.216787603919635,0.239241890993438,0.246748788625889,0.229029411789603,0.23316933185192,0.233246475280009,0.247955132960041,0.240472261508312,0.25379470579938,0.259728203684583,0.265372399055157,0.268918862529176,0.266886253599988,0.270190364592751,0.273494475585514,0.276798586578277,0.28010269757104,0.283406808563803,0.286710919556565,0.290015030549328,0.293319141542091,0.296623252534854,0.299927363527617,0.30323147452038,0.306535585513143,0.309839696505906,0.313143807498669
Malta,electricity,€/kWh,0.153611877110498,0.162452735492294,0.169999864000108,0.173698864266896,0.17273079523749,0.189636803807922,0.183084560634583,0.192567730164204,0.194800381045469,0.191680172397743,0.198785084938618,0.199202306848822,0.21246763377362,0.21117654037141,0.209201710980871,0.219033251705952,0.221025653588068,0.220634808009019,0.219562137021828,0.22857034790274,0.233518856531182,0.228632618753694,0.228364054070519,0.234963616803027,0.232506018442206,0.24482151837112,0.251976031480504,0.261030336236286,0.25594505227006,0.259442252745038,0.262939453220016,0.266436653694993,0.269933854169971,0.273431054644949,0.276928255119927,0.280425455594905,0.283922656069883,0.28741985654486,0.290917057019838,0.294414257494816,0.297911457969794,0.301408658444772,0.30490585891975
Netherlands,electricity,€/kWh,0.179783856172915,0.165239400043343,0.176199859040112,0.183394414159883,0.17470259730047,0.181908122715891,0.178980992274219,0.175107319094719,0.172465166571025,0.171164937638259,0.170970729728325,0.17226408123582,0.176322826402177,0.184509171268237,0.195764208513531,0.20295794125412,0.207716574914812,0.211297354589473,0.215523730651591,0.219455030624007,0.222476775971081,0.227648737349904,0.232063860309065,0.233718837186288,0.236079257241075,0.238634574416039,0.241963797252627,0.244704085939936,0.249248237425131,0.252553761215212,0.255859285005293,0.259164808795375,0.262470332585456,0.265775856375537,0.269081380165618,0.272386903955699,0.27569242774578,0.278997951535861,0.282303475325943,0.285608999116024,0.288914522906105,0.292220046696186,0.295525570486267
Poland,electricity,€/kWh,0.129491896406483,0.131619292536403,0.138199889440088,0.144432075403995,0.136539476238798,0.141098683160483,0.14422539312688,0.143217483349444,0.140797027541509,0.14634301152469,0.163120905672187,0.178097596299132,0.185043111833088,0.191974335887975,0.181493699805057,0.19107977274655,0.189464469165226,0.189702306491412,0.189838203530469,0.195965603638152,0.216502911939603,0.226898436526917,0.237616056619121,0.228534671179435,0.229106662250252,0.226120918311736,0.231477522785617,0.242003643167049,0.249181010932343,0.254138953111373,0.259096895290404,0.264054837469434,0.269012779648464,0.273970721827495,0.278928664006525,0.283886606185556,0.288844548364586,0.293802490543617,0.298760432722647,0.303718374901677,0.308676317080708,0.313634259259738,0.318592201438768
Portugal,electricity,€/kWh,0.152495878003298,0.15682310010852,0.166599866720106,0.177904941638263,0.168739135972656,0.18540218478538,0.184563152926294,0.187690255257703,0.185374796623017,0.185077595230788,0.185424659935254,0.18953485186529,0.195372452308301,0.210775093894347,0.218118692898218,0.229489521696491,0.245230492558747,0.237428444477586,0.246480618990413,0.240359849925206,0.256048891626234,0.261927370468975,0.267748544474593,0.261767147962043,0.265396143647043,0.26605679024024,0.258244781205559,0.28855968311391,0.280820093895,0.284441347936109,0.288062601977218,0.291683856018327,0.295305110059436,0.298926364100545,0.302547618141654,0.306168872182763,0.309790126223872,0.313411380264981,0.31703263430609,0.320653888347199,0.324275142388308,0.327896396429417,0.331517650470526
Slovakia,electricity,€/kWh,0.152603877916898,0.156301780048734,0.163699869040104,0.170593341476739,0.177012420757704,0.184247387610294,0.173331296973626,0.16683479344584,0.170149254708677,0.172466922171948,0.166812659051747,0.171148420569425,0.179591875956029,0.186135340635836,0.196039353887594,0.207659843812317,0.215275342877669,0.213898600305349,0.213934805694724,0.220224461815205,0.222641917303803,0.22405853308856,0.235362626648572,0.226619020022064,0.24138821520949,0.256789458794922,0.261304215538838,0.266501976588306,0.267642671608636,0.273117604285684,0.278592536962732,0.28406746963978,0.289542402316828,0.295017334993876,0.300492267670923,0.305967200347971,0.311442133025019,0.316917065702067,0.322391998379115,0.327866931056163,0.333341863733211,0.338816796410259,0.344291729087307
Slovenia,electricity,€/kWh,0.115595907523274,0.133942501962012,0.142599885920091,0.152001754929701,0.147752819806358,0.15847627606775,0.166209522279381,0.178762686958513,0.179720465004948,0.175704528474097,0.188445706837044,0.190181502347421,0.198657705245547,0.182141994335823,0.192799198365671,0.198320522164106,0.197976836270654,0.200719752928447,0.208062277138047,0.223316193662423,0.224439490930448,0.219095046847889,0.227929523186835,0.23560466592293,0.240270768193836,0.243531752417164,0.243342977613591,0.252556702623317,0.256758635600952,0.261387057421339,0.266015479241726,0.270643901062113,0.2752723228825,0.279900744702887,0.284529166523274,0.289157588343661,0.293786010164048,0.298414431984435,0.303042853804821,0.307671275625209,0.312299697445596,0.316928119265983,0.32155654108637
Spain,electricity,€/kWh,0.1556998754401,0.17904399423786,0.185099851920118,0.196219551040562,0.189864042961181,0.200378563176014,0.200081314131142,0.201708008944433,0.200879515178123,0.200977642980667,0.19953254662242,0.201820388298027,0.210196280325323,0.215165092370155,0.225295677261806,0.23020264731095,0.23183375668714,0.232493396529335,0.239605773075827,0.242341794146956,0.244145569131134,0.252333519740602,0.263002751657883,0.254110209792013,0.26768798096215,0.27658745866789,0.268836276141556,0.281015194960586,0.284439784711198,0.289086416635702,0.293733048560206,0.29837968048471,0.303026312409213,0.307672944333717,0.312319576258221,0.316966208182725,0.321612840107228,0.326259472031732,0.330906103956236,0.33555273588074,0.340199367805244,0.344845999729747,0.349492631654251
Sweden,electricity,€/kWh,0.174599860320112,0.183927631380053,0.195799843360125,0.198078696626053,0.185729608458045,0.197253921999003,0.195053146997988,0.191854150981543,0.191347590177942,0.192896094047219,0.192220205947561,0.195190155924208,0.199713572702579,0.207122016930473,0.218258555366485,0.224680179937852,0.229782051654341,0.235738761064379,0.244400186969608,0.248992528615153,0.252577675469986,0.257533809924408,0.261870367958367,0.264793082007802,0.267497548426435,0.268718319877074,0.272474604140183,0.274834348798727,0.281078402975798,0.284751602967944,0.288424802960091,0.292098002952237,0.295771202944383,0.29944440293653,0.303117602928676,0.306790802920822,0.310464002912969,0.314137202905115,0.317810402897261,0.321483602889408,0.325156802881554,0.3288300028737,0.332503202865847
UK,electricity,€/kWh,0.160307871753703,0.136667317756988,0.144899884080092,0.153362176470599,0.148874024063109,0.1579969553431,0.16403923976848,0.168195405454361,0.174594788519209,0.17480191484297,0.178221691626923,0.180561497675216,0.189445005509121,0.186093819853979,0.189558148418053,0.194643203487253,0.192257958213952,0.191069674463219,0.192349777682364,0.194052429437565,0.199894200643659,0.204837560614273,0.216777586080508,0.204005324325263,0.207244546156867,0.196365321312799,0.206833035675223,0.208003098272445,0.210861538499326,0.21234705923915,0.213832579978975,0.215318100718799,0.216803621458623,0.218289142198448,0.219774662938272,0.221260183678096,0.222745704417921,0.224231225157745,0.225716745897569,0.227202266637393,0.228687787377218,0.230173308117042,0.231658828856866
Romania,electricity,€/kWh,0.110303911756871,0.0923282160994349,0.105199915840067,0.112321616609736,0.104579142662174,0.11180603202794,0.112991944732166,0.11518700185918,0.113484509330444,0.11236783731229,0.121723456632184,0.125348637973245,0.133361874224543,0.129007455145855,0.136568689397859,0.150071604357915,0.156904135964796,0.162080572997848,0.164091456094541,0.189314070961341,0.177228620943051,0.176567871197857,0.180672131379994,0.196255998845659,0.201554369619738,0.201245864081779,0.208021436924954,0.213086248525062,0.217368056796723,0.222230632299634,0.227093207802545,0.231955783305456,0.236818358808367,0.241680934311278,0.246543509814189,0.2514060853171,0.256268660820011,0.261131236322922,0.265993811825833,0.270856387328744,0.275718962831656,0.280581538334567,0.285444113837478
Bulgaria,electricity,€/kWh,0.0822959341632527,0.0748478045633313,0.0829999336000529,0.0864378558659437,0.0797316159299857,0.088265447344905,0.0902489719277269,0.101083616020136,0.102513676565804,0.0986165545032609,0.146284517700195,0.151752044289354,0.142457085180487,0.11966592084354,0.12638107002859,0.141686830378876,0.144991229401336,0.139168096052516,0.159597160531732,0.144559382282073,0.148222343078592,0.159427963949402,0.171535000874544,0.162726666610169,0.169723392901313,0.172177174843917,0.175450290728594,0.181025267681564,0.184065843171734,0.187719048252865,0.191372253333996,0.195025458415128,0.198678663496259,0.20233186857739,0.205985073658521,0.209638278739652,0.213291483820783,0.216944688901915,0.220597893983046,0.224251099064177,0.227904304145308,0.231557509226439,0.23521071430757
Turkey,electricity,Euro(2008)/kWh,0.122199902224078,0.123007351055489,0.123830948863528,0.124707278737819,0.12558360861211,0.126459938486402,0.127336268360693,0.128212598234985,0.128913032314874,0.129613466394763,0.130313900474653,0.131014334554542,0.131714768634432,0.132239306919922,0.132763845205412,0.133288383490903,0.133812921776394,0.134337460061884,0.134686102552976,0.135034745044067,0.135383387535159,0.13573203002625,0.136080672517342,0.13625341921403,0.136426165910718,0.136598912607406,0.136771659304094,0.136944406000782,0.137404982179221,0.137665676773111,0.137926371367001,0.13818706596089,0.13844776055478,0.13870845514867,0.13896914974256,0.139229844336449,0.139490538930339,0.139751233524229,0.140011928118119,0.140272622712008,0.140533317305898,0.140794011899788,0.141054706493678
Norway,electricity,€/kWh,0.169991864006509,0.176185588264706,0.190699847440122,0.189446426325512,0.174117247375719,0.179396679917687,0.177598261803624,0.176916185495129,0.175935955332654,0.178206309562221,0.177885698648237,0.183528590745581,0.186451719941953,0.192926226356264,0.201163837995436,0.205564346125875,0.209460364902074,0.21393369166424,0.220727697870591,0.224553009505884,0.227090316528708,0.230327340710297,0.233405936188772,0.235319216274276,0.236958556724285,0.237684684925575,0.240502231090542,0.241726096360884,0.246503536453672,0.249068841349829,0.251634146245985,0.254199451142142,0.256764756038299,0.259330060934455,0.261895365830612,0.264460670726768,0.267025975622925,0.269591280519082,0.272156585415238,0.274721890311395,0.277287195207552,0.279852500103708,0.282417804999865
Switzerland,electricity,€/kWh,0.0869759304192557,0.103611497437317,0.100386792109605,0.107660922962734,0.10129990253045,0.108617695290911,0.116512840550824,0.120376183397672,0.124469100978554,0.115798176957727,0.114956121594618,0.113438771059281,0.120747833880436,0.126675903627346,0.158192566511667,0.15450936541803,0.156560980719036,0.14859975244877,0.147161932910463,0.149185567298218,0.152353112754091,0.160550181741292,0.164197089806798,0.16437006423271,0.165269364193147,0.166040134475201,0.186749597797937,0.184715137291195,0.185516194304302,0.189326591310325,0.193136988316347,0.19694738532237,0.200757782328393,0.204568179334416,0.208378576340438,0.212188973346461,0.215999370352484,0.219809767358507,0.223620164364529,0.227430561370552,0.231240958376575,0.235051355382597,0.23886175238862
Croatia,electricity,€/kWh,0.115595907523274,0.133942501962012,0.142599885920091,0.152001754929701,0.147752819806358,0.15847627606775,0.166209522279381,0.178762686958513,0.179720465004948,0.175704528474097,0.188445706837044,0.190181502347421,0.198657705245547,0.182141994335823,0.192799198365671,0.198320522164106,0.197976836270654,0.200719752928447,0.208062277138047,0.223316193662423,0.224439490930448,0.219095046847889,0.227929523186835,0.23560466592293,0.240270768193836,0.243531752417164,0.243342977613591,0.252556702623317,0.256758635600952,0.261387057421339,0.266015479241726,0.270643901062113,0.2752723228825,0.279900744702887,0.284529166523274,0.289157588343661,0.293786010164048,0.298414431984435,0.303042853804821,0.307671275625209,0.312299697445596,0.316928119265983,0.32155654108637
